"speciesScientificName","order"
"Epomops dobsonii","Chiroptera"
"Epomops dobsonii","Chiroptera"
"Paradoxurus jerdoni","Carnivora"
"Lophostoma occidentalis","Chiroptera"
"Microcebus boraha","Primates"
"Pseudomys pilligaensis","Rodentia"
"Echiothrix leucura","Rodentia"
"Echiothrix leucura","Rodentia"
"Prosciurillus topapuensis","Rodentia"
"Hipposideros pygmaeus","Chiroptera"
"Hipposideros pygmaeus","Chiroptera"
"Hipposideros pygmaeus","Chiroptera"
"Hipposideros pygmaeus","Chiroptera"
"Hipposideros pygmaeus","Chiroptera"
"Hipposideros pygmaeus","Chiroptera"
"Hipposideros pygmaeus","Chiroptera"
"Gerbillus henleyi","Rodentia"
"Akodon dayi","Rodentia"
"Macronycteris gigas","Chiroptera"
"Macronycteris gigas","Chiroptera"
"Macronycteris gigas","Chiroptera"
"Rhinolophus pusillus","Chiroptera"
"Rhinolophus pusillus","Chiroptera"
"Rhinolophus pusillus","Chiroptera"
"Rhinolophus pusillus","Chiroptera"
"Rhinolophus pusillus","Chiroptera"
"Lemniscomys barbarus","Rodentia"
"Lasiurus ega","Chiroptera"
"Genetta cristata","Carnivora"
"Pithecia irrorata","Primates"
"Pogonomys championi","Rodentia"
"Thomasomys ischyrus","Rodentia"
"Eptesicus guadeloupensis","Chiroptera"
"Eptesicus guadeloupensis","Chiroptera"
"Callithrix kuhlii","Primates"
"Glischropus tylopus","Chiroptera"
"Glischropus tylopus","Chiroptera"
"Glischropus tylopus","Chiroptera"
"Glischropus tylopus","Chiroptera"
"Glischropus tylopus","Chiroptera"
"Callosciurus albescens","Rodentia"
"Scotophilus robustus","Chiroptera"
"Hipposideros stenotis","Chiroptera"
"Hipposideros stenotis","Chiroptera"
"Hipposideros stenotis","Chiroptera"
"Hipposideros stenotis","Chiroptera"
"Euchoreutes naso","Rodentia"
"Nyctophilus howensis","Chiroptera"
"Ctenomys australis","Rodentia"
"Diplomesodon pulchellum","Eulipotyphla"
"Archboldomys luzonensis","Rodentia"
"Reithrodontomys sumichrasti","Rodentia"
"Xerospermophilus tereticaudus","Rodentia"
"Paracrocidura graueri","Eulipotyphla"
"Octomys mimax","Rodentia"
"Maxomys musschenbroekii","Rodentia"
"Felis margarita","Carnivora"
"Felis margarita","Carnivora"
"Felis margarita","Carnivora"
"Felis margarita","Carnivora"
"Felis margarita","Carnivora"
"Felis margarita","Carnivora"
"Felis margarita","Carnivora"
"Felis margarita","Carnivora"
"Felis margarita","Carnivora"
"Microgale majori","Afrosoricida"
"Antechinus godmani","Dasyuromorphia"
"Galenomys garleppi","Rodentia"
"Macaca arctoides","Primates"
"Macaca arctoides","Primates"
"Macaca arctoides","Primates"
"Dendrohyrax dorsalis","Hyracoidea"
"Dendrohyrax dorsalis","Hyracoidea"
"Erophylla sezekorni","Chiroptera"
"Erophylla sezekorni","Chiroptera"
"Erophylla sezekorni","Chiroptera"
"Erophylla sezekorni","Chiroptera"
"Erophylla sezekorni","Chiroptera"
"Erophylla sezekorni","Chiroptera"
"Erophylla sezekorni","Chiroptera"
"Erophylla sezekorni","Chiroptera"
"Erophylla sezekorni","Chiroptera"
"Erophylla sezekorni","Chiroptera"
"Herpailurus yagouaroundi","Carnivora"
"Notocitellus adocetus","Rodentia"
"Coendou prehensilis","Rodentia"
"Coendou prehensilis","Rodentia"
"Bullimus gamay","Rodentia"
"Bullimus gamay","Rodentia"
"Nasua narica","Carnivora"
"Nasua narica","Carnivora"
"Thylogale calabyi","Diprotodontia"
"Thylogale calabyi","Diprotodontia"
"Thylogale calabyi","Diprotodontia"
"Maxomys pagensis","Rodentia"
"Akodon dolores","Rodentia"
"Oligoryzomys flavescens","Rodentia"
"Chalinolobus neocaledonicus","Chiroptera"
"Peromyscus leucopus","Rodentia"
"Lasiorhinus latifrons","Diprotodontia"
"Lasiorhinus latifrons","Diprotodontia"
"Myodes rufocanus","Rodentia"
"Myodes rufocanus","Rodentia"
"Myodes rufocanus","Rodentia"
"Myodes rufocanus","Rodentia"
"Myodes rufocanus","Rodentia"
"Myodes rufocanus","Rodentia"
"Myodes rufocanus","Rodentia"
"Chiropodomys calamianensis","Rodentia"
"Cryptotis venezuelensis","Eulipotyphla"
"Neodon linzhiensis","Rodentia"
"Dendrolagus bennettianus","Diprotodontia"
"Plecturocebus olallae","Primates"
"Leopardus wiedii","Carnivora"
"Vulpes zerda","Carnivora"
"Reithrodontomys humulis","Rodentia"
"Echinosorex gymnura","Eulipotyphla"
"Echinosorex gymnura","Eulipotyphla"
"Echinosorex gymnura","Eulipotyphla"
"Echinosorex gymnura","Eulipotyphla"
"Echinosorex gymnura","Eulipotyphla"
"Pedetes capensis","Rodentia"
"Gerbillus poecilops","Rodentia"
"Dorcopsulus vanheurni","Diprotodontia"
"Plecotus kolombatovici","Chiroptera"
"Plecotus kolombatovici","Chiroptera"
"Plecotus kolombatovici","Chiroptera"
"Plecotus kolombatovici","Chiroptera"
"Oxymycterus inca","Rodentia"
"Microgale jenkinsae","Afrosoricida"
"Dremomys pyrrhomerus","Rodentia"
"Macroscelides proboscideus","Macroscelidea"
"Heterogeomys cherriei","Rodentia"
"Heterogeomys cherriei","Rodentia"
"Connochaetes gnou","Cetartiodactyla"
"Cercartetus nanus","Diprotodontia"
"Cercartetus nanus","Diprotodontia"
"Cercartetus nanus","Diprotodontia"
"Cercartetus nanus","Diprotodontia"
"Mormopterus francoismoutoui","Chiroptera"
"Semnopithecus hypoleucos","Primates"
"Hipposideros curtus","Chiroptera"
"Heteromys desmarestianus","Rodentia"
"Myzopoda schliemanni","Chiroptera"
"Pteronotus davyi","Chiroptera"
"Pteronotus davyi","Chiroptera"
"Pteronotus davyi","Chiroptera"
"Pteronotus davyi","Chiroptera"
"Microperoryctes murina","Peramelemorphia"
"Echymipera clara","Peramelemorphia"
"Echymipera clara","Peramelemorphia"
"Spalax graecus","Rodentia"
"Alouatta sara","Primates"
"Crocidura aleksandrisi","Eulipotyphla"
"Lepus starcki","Lagomorpha"
"Crocidura orii","Eulipotyphla"
"Crocidura orii","Eulipotyphla"
"Crocidura orii","Eulipotyphla"
"Pteropus rennelli","Chiroptera"
"Scotozous dormeri","Chiroptera"
"Isothrix bistriata","Rodentia"
"Ctenomys coludo","Rodentia"
"Gerbillus watersi","Rodentia"
"Sorex portenkoi","Eulipotyphla"
"Niviventer cremoriventer","Rodentia"
"Niviventer cremoriventer","Rodentia"
"Niviventer cremoriventer","Rodentia"
"Niviventer cremoriventer","Rodentia"
"Niviventer cremoriventer","Rodentia"
"Niviventer cremoriventer","Rodentia"
"Niviventer cremoriventer","Rodentia"
"Niviventer cremoriventer","Rodentia"
"Niviventer cremoriventer","Rodentia"
"Niviventer cremoriventer","Rodentia"
"Niviventer cremoriventer","Rodentia"
"Niviventer cremoriventer","Rodentia"
"Cercopithecus mitis","Primates"
"Cercopithecus mitis","Primates"
"Cercopithecus mitis","Primates"
"Cercopithecus mitis","Primates"
"Cercopithecus mitis","Primates"
"Cercopithecus mitis","Primates"
"Cercopithecus mitis","Primates"
"Cercopithecus mitis","Primates"
"Cercopithecus mitis","Primates"
"Cercopithecus mitis","Primates"
"Cercopithecus mitis","Primates"
"Cercopithecus mitis","Primates"
"Cercopithecus mitis","Primates"
"Cercopithecus mitis","Primates"
"Cercopithecus mitis","Primates"
"Cercopithecus mitis","Primates"
"Cercopithecus mitis","Primates"
"Cercopithecus mitis","Primates"
"Cercopithecus mitis","Primates"
"Pseudochirulus larvatus","Diprotodontia"
"Pseudochirulus larvatus","Diprotodontia"
"Anoura aequatoris","Chiroptera"
"Proedromys liangshanensis","Rodentia"
"Miniopterus fraterculus","Chiroptera"
"Miniopterus fraterculus","Chiroptera"
"Gerbillus nancillus","Rodentia"
"Gerbillus nancillus","Rodentia"
"Cercartetus caudatus","Diprotodontia"
"Cercartetus caudatus","Diprotodontia"
"Cercartetus caudatus","Diprotodontia"
"Taphozous kapalgensis","Chiroptera"
"Graomys domorum","Rodentia"
"Neoromicia tenuipinnis","Chiroptera"
"Neoromicia tenuipinnis","Chiroptera"
"Volemys millicens","Rodentia"
"Crocidura baluensis","Eulipotyphla"
"Gerbillus nanus","Rodentia"
"Gerbillus nanus","Rodentia"
"Capra aegagrus","Cetartiodactyla"
"Capra aegagrus","Cetartiodactyla"
"Capra aegagrus","Cetartiodactyla"
"Capra aegagrus","Cetartiodactyla"
"Capra aegagrus","Cetartiodactyla"
"Capra aegagrus","Cetartiodactyla"
"Capra aegagrus","Cetartiodactyla"
"Capra aegagrus","Cetartiodactyla"
"Capra aegagrus","Cetartiodactyla"
"Capra aegagrus","Cetartiodactyla"
"Capra aegagrus","Cetartiodactyla"
"Capra aegagrus","Cetartiodactyla"
"Capra aegagrus","Cetartiodactyla"
"Capra aegagrus","Cetartiodactyla"
"Capra aegagrus","Cetartiodactyla"
"Capra aegagrus","Cetartiodactyla"
"Capra aegagrus","Cetartiodactyla"
"Capra aegagrus","Cetartiodactyla"
"Capra aegagrus","Cetartiodactyla"
"Capra aegagrus","Cetartiodactyla"
"Capra aegagrus","Cetartiodactyla"
"Saimiri boliviensis","Primates"
"Saimiri boliviensis","Primates"
"Otocyon megalotis","Carnivora"
"Otocyon megalotis","Carnivora"
"Caluromys derbianus","Didelphimorphia"
"Proechimys brevicauda","Rodentia"
"Boselaphus tragocamelus","Cetartiodactyla"
"Neotoma goldmani","Rodentia"
"Megaderma spasma","Chiroptera"
"Megaderma spasma","Chiroptera"
"Megaderma spasma","Chiroptera"
"Megaderma spasma","Chiroptera"
"Megaderma spasma","Chiroptera"
"Megaderma spasma","Chiroptera"
"Megaderma spasma","Chiroptera"
"Megaderma spasma","Chiroptera"
"Potorous tridactylus","Diprotodontia"
"Potorous tridactylus","Diprotodontia"
"Potorous tridactylus","Diprotodontia"
"Potorous tridactylus","Diprotodontia"
"Potorous tridactylus","Diprotodontia"
"Potorous tridactylus","Diprotodontia"
"Potorous tridactylus","Diprotodontia"
"Taphozous theobaldi","Chiroptera"
"Taphozous theobaldi","Chiroptera"
"Taphozous theobaldi","Chiroptera"
"Vandeleuria oleracea","Rodentia"
"Chrysochloris visagiei","Afrosoricida"
"Marmosa lepida","Didelphimorphia"
"Hybomys basilii","Rodentia"
"Hypsugo savii","Chiroptera"
"Hypsugo savii","Chiroptera"
"Paradoxurus zeylonensis","Carnivora"
"Muntiacus feae","Cetartiodactyla"
"Naemorhedus baileyi","Cetartiodactyla"
"Cryptotis obscura","Eulipotyphla"
"Myotis chinensis","Chiroptera"
"Myotis chinensis","Chiroptera"
"Myotis chinensis","Chiroptera"
"Nyctophilus daedalus","Chiroptera"
"Nyctophilus bifax","Chiroptera"
"Nyctophilus bifax","Chiroptera"
"Nyctophilus bifax","Chiroptera"
"Nyctophilus bifax","Chiroptera"
"Nyctophilus bifax","Chiroptera"
"Nyctophilus bifax","Chiroptera"
"Nyctophilus bifax","Chiroptera"
"Rhinopithecus strykeri","Primates"
"Presbytis sabana","Primates"
"Myospalax psilurus","Rodentia"
"Chlorocebus tantalus","Primates"
"Chlorocebus tantalus","Primates"
"Chlorocebus tantalus","Primates"
"Crocidura eisentrauti","Eulipotyphla"
"Thomasomys ucucha","Rodentia"
"Jaculus thaleri","Rodentia"
"Bradypus pygmaeus","Pilosa"
"Crocidura floweri","Eulipotyphla"
"Cheirogaleus medius","Primates"
"Thomomys bulbivorus","Rodentia"
"Murina feae","Chiroptera"
"Paraxerus boehmi","Rodentia"
"Saguinus oedipus","Primates"
"Niviventer tenaster","Rodentia"
"Niviventer tenaster","Rodentia"
"Grammomys aridulus","Rodentia"
"Rhinolophus schnitzleri","Chiroptera"
"Lasiurus insularis","Chiroptera"
"Petrogale assimilis","Diprotodontia"
"Petrogale assimilis","Diprotodontia"
"Petrogale assimilis","Diprotodontia"
"Sorex vagrans","Eulipotyphla"
"Sorex vagrans","Eulipotyphla"
"Rhipidomys tribei","Rodentia"
"Chinchilla lanigera","Rodentia"
"Mylomys dybowskii","Rodentia"
"Neotoma fuscipes","Rodentia"
"Ellobius talpinus","Rodentia"
"Allochrocebus lhoesti","Primates"
"Mazama temama","Cetartiodactyla"
"Cynopterus luzoniensis","Chiroptera"
"Cynopterus luzoniensis","Chiroptera"
"Cynopterus luzoniensis","Chiroptera"
"Cynopterus luzoniensis","Chiroptera"
"Cynopterus luzoniensis","Chiroptera"
"Cynopterus luzoniensis","Chiroptera"
"Cynopterus luzoniensis","Chiroptera"
"Cynopterus luzoniensis","Chiroptera"
"Cynopterus luzoniensis","Chiroptera"
"Cynopterus luzoniensis","Chiroptera"
"Cynopterus luzoniensis","Chiroptera"
"Cynopterus luzoniensis","Chiroptera"
"Cynopterus luzoniensis","Chiroptera"
"Cynopterus luzoniensis","Chiroptera"
"Cynopterus luzoniensis","Chiroptera"
"Cynopterus luzoniensis","Chiroptera"
"Cynopterus luzoniensis","Chiroptera"
"Cynopterus luzoniensis","Chiroptera"
"Cynopterus luzoniensis","Chiroptera"
"Cynopterus luzoniensis","Chiroptera"
"Cynopterus luzoniensis","Chiroptera"
"Cynopterus luzoniensis","Chiroptera"
"Cynopterus luzoniensis","Chiroptera"
"Cynopterus luzoniensis","Chiroptera"
"Cynopterus luzoniensis","Chiroptera"
"Cynopterus luzoniensis","Chiroptera"
"Cynopterus luzoniensis","Chiroptera"
"Cynopterus luzoniensis","Chiroptera"
"Cynopterus luzoniensis","Chiroptera"
"Cynopterus luzoniensis","Chiroptera"
"Cynopterus luzoniensis","Chiroptera"
"Cynopterus luzoniensis","Chiroptera"
"Cynopterus luzoniensis","Chiroptera"
"Cynopterus luzoniensis","Chiroptera"
"Cynopterus luzoniensis","Chiroptera"
"Cynopterus luzoniensis","Chiroptera"
"Cynopterus luzoniensis","Chiroptera"
"Cynopterus luzoniensis","Chiroptera"
"Cynopterus luzoniensis","Chiroptera"
"Cynopterus luzoniensis","Chiroptera"
"Cynopterus luzoniensis","Chiroptera"
"Cynopterus luzoniensis","Chiroptera"
"Craseonycteris thonglongyai","Chiroptera"
"Cryptotis goldmani","Eulipotyphla"
"Gerbillus muriculus","Rodentia"
"Paratriaenops furculus","Chiroptera"
"Paratriaenops furculus","Chiroptera"
"Paratriaenops furculus","Chiroptera"
"Arctictis binturong","Carnivora"
"Arctictis binturong","Carnivora"
"Arctictis binturong","Carnivora"
"Arctictis binturong","Carnivora"
"Arctictis binturong","Carnivora"
"Arctictis binturong","Carnivora"
"Arctictis binturong","Carnivora"
"Arctictis binturong","Carnivora"
"Arctictis binturong","Carnivora"
"Arctictis binturong","Carnivora"
"Arctictis binturong","Carnivora"
"Arctictis binturong","Carnivora"
"Calomys sorellus","Rodentia"
"Neoromicia matroka","Chiroptera"
"Chrotomys whiteheadi","Rodentia"
"Chiroderma vizottoi","Chiroptera"
"Stenoderma rufum","Chiroptera"
"Stenoderma rufum","Chiroptera"
"Stenoderma rufum","Chiroptera"
"Stenoderma rufum","Chiroptera"
"Stenoderma rufum","Chiroptera"
"Gazella leptoceros","Cetartiodactyla"
"Gazella leptoceros","Cetartiodactyla"
"Gazella leptoceros","Cetartiodactyla"
"Gazella leptoceros","Cetartiodactyla"
"Gazella leptoceros","Cetartiodactyla"
"Gazella leptoceros","Cetartiodactyla"
"Gazella leptoceros","Cetartiodactyla"
"Galea leucoblephara","Rodentia"
"Artibeus schwartzi","Chiroptera"
"Crocidura vorax","Eulipotyphla"
"Marmota sibirica","Rodentia"
"Lepus flavigularis","Lagomorpha"
"Mazama chunyi","Cetartiodactyla"
"Oryx leucoryx","Cetartiodactyla"
"Myotis annectans","Chiroptera"
"Octodon lunatus","Rodentia"
"Thomasomys hylophilus","Rodentia"
"Mops midas","Chiroptera"
"Archboldomys maximus","Rodentia"
"Gerbillurus paeba","Rodentia"
"Gerbillus andersoni","Rodentia"
"Haeromys pusillus","Rodentia"
"Haeromys pusillus","Rodentia"
"Haeromys pusillus","Rodentia"
"Cratogeomys fulvescens","Rodentia"
"Pipistrellus wattsi","Chiroptera"
"Nyctimene sanctacrucis","Chiroptera"
"Philander frenatus","Didelphimorphia"
"Thomasomys fumeus","Rodentia"
"Platyrrhinus albericoi","Chiroptera"
"Otomys cuanzensis","Rodentia"
"Ptenochirus jagori","Chiroptera"
"Ptenochirus jagori","Chiroptera"
"Ptenochirus jagori","Chiroptera"
"Ptenochirus jagori","Chiroptera"
"Ptenochirus jagori","Chiroptera"
"Ptenochirus jagori","Chiroptera"
"Ptenochirus jagori","Chiroptera"
"Ptenochirus jagori","Chiroptera"
"Ptenochirus jagori","Chiroptera"
"Ptenochirus jagori","Chiroptera"
"Ptenochirus jagori","Chiroptera"
"Ptenochirus jagori","Chiroptera"
"Ptenochirus jagori","Chiroptera"
"Ptenochirus jagori","Chiroptera"
"Ptenochirus jagori","Chiroptera"
"Ptenochirus jagori","Chiroptera"
"Ptenochirus jagori","Chiroptera"
"Ptenochirus jagori","Chiroptera"
"Ptenochirus jagori","Chiroptera"
"Ptenochirus jagori","Chiroptera"
"Ptenochirus jagori","Chiroptera"
"Ptenochirus jagori","Chiroptera"
"Ptenochirus jagori","Chiroptera"
"Ptenochirus jagori","Chiroptera"
"Ptenochirus jagori","Chiroptera"
"Ptenochirus jagori","Chiroptera"
"Ptenochirus jagori","Chiroptera"
"Ptenochirus jagori","Chiroptera"
"Vespadelus troughtoni","Chiroptera"
"Vespadelus troughtoni","Chiroptera"
"Vespadelus troughtoni","Chiroptera"
"Hipposideros macrobullatus","Chiroptera"
"Hipposideros macrobullatus","Chiroptera"
"Hipposideros macrobullatus","Chiroptera"
"Microtus daghestanicus","Rodentia"
"Maxomys dollmani","Rodentia"
"Dipodomys venustus","Rodentia"
"Crunomys suncoides","Rodentia"
"Okapia johnstoni","Cetartiodactyla"
"Sciurocheirus makandensis","Primates"
"Micronycteris sanborni","Chiroptera"
"Philander deltae","Didelphimorphia"
"Hipposideros coxi","Chiroptera"
"Procapra gutturosa","Cetartiodactyla"
"Maxomys rajah","Rodentia"
"Maxomys rajah","Rodentia"
"Maxomys rajah","Rodentia"
"Maxomys rajah","Rodentia"
"Niviventer eha","Rodentia"
"Odocoileus hemionus","Cetartiodactyla"
"Odocoileus hemionus","Cetartiodactyla"
"Myosorex geata","Eulipotyphla"
"Mylomys rex","Rodentia"
"Melogale everetti","Carnivora"
"Pudu mephistophiles","Cetartiodactyla"
"Microdipodops megacephalus","Rodentia"
"Notoryctes caurinus","Notoryctemorphia"
"Lonchophylla peracchii","Chiroptera"
"Erinaceus amurensis","Eulipotyphla"
"Pteromys volans","Rodentia"
"Dendrolagus dorianus","Diprotodontia"
"Cheirogaleus shethi","Primates"
"Sorex gracillimus","Eulipotyphla"
"Sorex gracillimus","Eulipotyphla"
"Sorex gracillimus","Eulipotyphla"
"Sorex gracillimus","Eulipotyphla"
"Sorex gracillimus","Eulipotyphla"
"Sorex gracillimus","Eulipotyphla"
"Sorex gracillimus","Eulipotyphla"
"Oryzorictes tetradactylus","Afrosoricida"
"Microtus elbeyli","Rodentia"
"Micronomus norfolkensis","Chiroptera"
"Micronomus norfolkensis","Chiroptera"
"Viverra zibetha","Carnivora"
"Viverra zibetha","Carnivora"
"Viverra zibetha","Carnivora"
"Viverra zibetha","Carnivora"
"Monodelphis brevicaudata","Didelphimorphia"
"Dendrohyrax arboreus","Hyracoidea"
"Crocidura dhofarensis","Eulipotyphla"
"Auliscomys pictus","Rodentia"
"Epomophorus minor","Chiroptera"
"Epomophorus minor","Chiroptera"
"Epomophorus minor","Chiroptera"
"Epomophorus minor","Chiroptera"
"Muntiacus puhoatensis","Cetartiodactyla"
"Mus terricolor","Rodentia"
"Mus terricolor","Rodentia"
"Sorex pacificus","Eulipotyphla"
"Ctenomys opimus","Rodentia"
"Vombatus ursinus","Diprotodontia"
"Vombatus ursinus","Diprotodontia"
"Vombatus ursinus","Diprotodontia"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Miniopterus australis","Chiroptera"
"Leontocebus cruzlimai","Primates"
"Plecturocebus cupreus","Primates"
"Manis pentadactyla","Pholidota"
"Petrogale coenensis","Diprotodontia"
"Reithrodontomys rodriguezi","Rodentia"
"Alticola stoliczkanus","Rodentia"
"Alticola stoliczkanus","Rodentia"
"Crocidura tarfayensis","Eulipotyphla"
"Urocyon cinereoargenteus","Carnivora"
"Uromys imperator","Rodentia"
"Thomasomys popayanus","Rodentia"
"Peromyscus guatemalensis","Rodentia"
"Dendromus insignis","Rodentia"
"Rhinolophus cohenae","Chiroptera"
"Rhinolophus silvestris","Chiroptera"
"Sorex dispar","Eulipotyphla"
"Sorex dispar","Eulipotyphla"
"Scotophilus heathii","Chiroptera"
"Scotophilus heathii","Chiroptera"
"Nephelomys meridensis","Rodentia"
"Sorex cansulus","Eulipotyphla"
"Pteropus samoensis","Chiroptera"
"Pteropus samoensis","Chiroptera"
"Pteropus samoensis","Chiroptera"
"Pteropus samoensis","Chiroptera"
"Pteropus samoensis","Chiroptera"
"Pteropus samoensis","Chiroptera"
"Pteropus samoensis","Chiroptera"
"Pteropus samoensis","Chiroptera"
"Pteropus samoensis","Chiroptera"
"Pteropus samoensis","Chiroptera"
"Pteropus samoensis","Chiroptera"
"Pteropus samoensis","Chiroptera"
"Pteropus samoensis","Chiroptera"
"Pteropus samoensis","Chiroptera"
"Exilisciurus whiteheadi","Rodentia"
"Exilisciurus whiteheadi","Rodentia"
"Hypsugo cadornae","Chiroptera"
"Myotis yanbarensis","Chiroptera"
"Myotis yanbarensis","Chiroptera"
"Myotis yanbarensis","Chiroptera"
"Indri indri","Primates"
"Pteropus aldabrensis","Chiroptera"
"Caryomys eva","Rodentia"
"Mus macedonicus","Rodentia"
"Taeromys microbullatus","Rodentia"
"Phalanger matanim","Diprotodontia"
"Oryx beisa","Cetartiodactyla"
"Oryx beisa","Cetartiodactyla"
"Suncus aequatorius","Eulipotyphla"
"Uropsilus gracilis","Eulipotyphla"
"Sorex jacksoni","Eulipotyphla"
"Cryptotis griseoventris","Eulipotyphla"
"Rattus fuscipes","Rodentia"
"Crocidura pitmani","Eulipotyphla"
"Ctenomys occultus","Rodentia"
"Anoura caudifer","Chiroptera"
"Vulpes velox","Carnivora"
"Vulpes velox","Carnivora"
"Oligoryzomys andinus","Rodentia"
"Tadarida latouchei","Chiroptera"
"Tadarida latouchei","Chiroptera"
"Tadarida latouchei","Chiroptera"
"Tadarida latouchei","Chiroptera"
"Reithrodontomys chrysopsis","Rodentia"
"Bunomys andrewsi","Rodentia"
"Bunomys andrewsi","Rodentia"
"Pogonomys macrourus","Rodentia"
"Macrophyllum macrophyllum","Chiroptera"
"Pithecia chrysocephala","Primates"
"Nycteris vinsoni","Chiroptera"
"Lophuromys chrysopus","Rodentia"
"Rhipidomys cariri","Rodentia"
"Mico nigriceps","Primates"
"Dipodomys compactus","Rodentia"
"Sorex bairdi","Eulipotyphla"
"Hylopetes platyurus","Rodentia"
"Hylopetes platyurus","Rodentia"
"Hylopetes platyurus","Rodentia"
"Hylopetes platyurus","Rodentia"
"Condylura cristata","Eulipotyphla"
"Pteropus tonganus","Chiroptera"
"Pteropus tonganus","Chiroptera"
"Pteropus tonganus","Chiroptera"
"Pteropus tonganus","Chiroptera"
"Pteropus tonganus","Chiroptera"
"Pteropus tonganus","Chiroptera"
"Pteropus tonganus","Chiroptera"
"Pteropus tonganus","Chiroptera"
"Pteropus tonganus","Chiroptera"
"Pteropus tonganus","Chiroptera"
"Pteropus tonganus","Chiroptera"
"Pteropus tonganus","Chiroptera"
"Pteropus tonganus","Chiroptera"
"Pteropus tonganus","Chiroptera"
"Pteropus tonganus","Chiroptera"
"Pteropus tonganus","Chiroptera"
"Pteropus tonganus","Chiroptera"
"Pteropus tonganus","Chiroptera"
"Pteropus tonganus","Chiroptera"
"Pteropus tonganus","Chiroptera"
"Pteropus tonganus","Chiroptera"
"Pteropus tonganus","Chiroptera"
"Pteropus tonganus","Chiroptera"
"Pteropus tonganus","Chiroptera"
"Pteropus tonganus","Chiroptera"
"Pteropus tonganus","Chiroptera"
"Pteropus tonganus","Chiroptera"
"Pteropus tonganus","Chiroptera"
"Pteropus tonganus","Chiroptera"
"Pteropus tonganus","Chiroptera"
"Pteropus tonganus","Chiroptera"
"Pteropus tonganus","Chiroptera"
"Pteropus tonganus","Chiroptera"
"Pteropus tonganus","Chiroptera"
"Pteropus tonganus","Chiroptera"
"Pteropus tonganus","Chiroptera"
"Pteropus tonganus","Chiroptera"
"Pteropus tonganus","Chiroptera"
"Pteropus tonganus","Chiroptera"
"Pteropus tonganus","Chiroptera"
"Pteropus tonganus","Chiroptera"
"Pteropus tonganus","Chiroptera"
"Pteropus tonganus","Chiroptera"
"Pteropus tonganus","Chiroptera"
"Pteropus tonganus","Chiroptera"
"Pteropus tonganus","Chiroptera"
"Pteropus tonganus","Chiroptera"
"Pteropus tonganus","Chiroptera"
"Pteropus tonganus","Chiroptera"
"Pteropus tonganus","Chiroptera"
"Pteropus tonganus","Chiroptera"
"Pteropus tonganus","Chiroptera"
"Pteropus tonganus","Chiroptera"
"Pteropus tonganus","Chiroptera"
"Pteropus tonganus","Chiroptera"
"Pteropus tonganus","Chiroptera"
